"temno","cflo","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba","cflo_gene","cflo_name","temno_gene","temno_name"
"TGZ54859.1","XP_019882877.1",0,974,0,974,"LOC105250530","WD and tetratricopeptide repeats protein 1 isoform X1","DBV15_01969","WD and tetratricopeptide repeats protein 1"
"TGZ54859.1","XP_019882880.1",0,974,0,974,"LOC105250530","WD and tetratricopeptide repeats protein 1 isoform X1","DBV15_01969","WD and tetratricopeptide repeats protein 1"
"TGZ54859.1","XP_025261903.1",0,974,0,974,"LOC105250530","WD and tetratricopeptide repeats protein 1 isoform X1","DBV15_01969","WD and tetratricopeptide repeats protein 1"
"TGZ54859.1","XP_025261904.1",0,950,0,950,"LOC105250530","WD and tetratricopeptide repeats protein 1 isoform X2","DBV15_01969","WD and tetratricopeptide repeats protein 1"
"TGZ54859.1","XP_025261905.1",0,973,0,973,"LOC105250530","WD and tetratricopeptide repeats protein 1 isoform X3","DBV15_01969","WD and tetratricopeptide repeats protein 1"
"TGZ54860.1","XP_011260028.1",3e-113,325,1e-113,325,"LOC105253606","N-alpha-acetyltransferase 40","DBV15_01964","N-alpha-acetyltransferase 40, NatD catalytic subunit"
"TGZ54861.1","XP_011260026.1",0,2115,0,2130,"LOC105253605","alpha-mannosidase 2","DBV15_01965","Alpha-mannosidase"
"TGZ54862.1","XP_025270342.1",0,1557,0,1549,"LOC105251139","epidermal growth factor receptor substrate 15-like 1 isoform X1","DBV15_01966","Epidermal growth factor receptor substrate 15-like 1, partial"
"TGZ54862.1","XP_025270343.1",0,1506,0,1500,"LOC105251139","epidermal growth factor receptor substrate 15-like 1 isoform X2","DBV15_01966","Epidermal growth factor receptor substrate 15-like 1, partial"
"TGZ54863.1","XP_011254442.1",4e-72,221,2e-72,222,"LOC105250177","uncharacterized protein LOC105250177","DBV15_01967","Uncharacterized protein DBV15_01967"
"TGZ54864.1","XP_025264003.1",2e-107,342,2e-101,325,"LOC112637768","reticulocyte-binding protein PFD0110w-like","DBV15_01960","hypothetical protein DBV15_01960"
"TGZ54865.1","XP_025263815.1",0,2780,0,2766,"LOC105253630","proteasome activator complex subunit 4B","DBV15_01961","Uncharacterized protein DBV15_01961"
"TGZ54866.1","XP_019884108.2",0,732,0,728,"LOC105254584","uncharacterized protein LOC105254584","DBV15_01962","Uncharacterized protein DBV15_01962"
"TGZ54866.1","XP_025270278.1",0,732,0,728,"LOC105254584","uncharacterized protein LOC105254584","DBV15_01962","Uncharacterized protein DBV15_01962"
"TGZ54867.1","XP_011260025.1",0,591,0,591,"LOC105253604","uncharacterized protein LOC105253604","DBV15_01963","Deoxyribonuclease tatD"
"TGZ54868.1","XP_011269671.1",1e-172,491,3e-173,491,"LOC105259441","lipid droplet-associated hydrolase","DBV15_01906","Uncharacterized protein DBV15_01906"
"TGZ54870.1","XP_025266441.1",0,656,0,655,"LOC112638617","fatty-acid amide hydrolase 2-like isoform X1","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266442.1",0,655,0,655,"LOC112638617","fatty-acid amide hydrolase 2-like isoform X2","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266444.1",0,642,0,642,"LOC112638618","fatty-acid amide hydrolase 2-like","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266446.1",0,655,0,654,"LOC112638620","fatty-acid amide hydrolase 2-like isoform X1","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266447.1",0,655,0,653,"LOC112638620","fatty-acid amide hydrolase 2-like isoform X2","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266448.1",0,655,0,653,"LOC112638620","fatty-acid amide hydrolase 2-like isoform X2","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266450.1",0,645,0,644,"LOC112638621","fatty-acid amide hydrolase 2-like isoform X1","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266451.1",0,645,0,644,"LOC112638621","fatty-acid amide hydrolase 2-like isoform X1","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266452.1",0,645,0,644,"LOC112638621","fatty-acid amide hydrolase 2-like isoform X1","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54870.1","XP_025266454.1",0,632,0,634,"LOC112638622","fatty-acid amide hydrolase 2-like","DBV15_01904","Fatty-acid amide hydrolase 2"
"TGZ54871.1","XP_011269664.1",0,1412,0,1412,"LOC105259438","axin-2 isoform X1","DBV15_01905","Axin-1"
"TGZ54871.1","XP_011269665.1",0,1412,0,1412,"LOC105259438","axin-2 isoform X1","DBV15_01905","Axin-1"
"TGZ54871.1","XP_011269667.1",0,1412,0,1412,"LOC105259438","axin-2 isoform X1","DBV15_01905","Axin-1"
"TGZ54871.1","XP_025264005.1",0,1412,0,1412,"LOC105259438","axin-2 isoform X1","DBV15_01905","Axin-1"
"TGZ54873.1","XP_025266445.1",0,1656,0,1669,"LOC105256416","LOW QUALITY PROTEIN: myosin heavy chain 95F-like","DBV15_01903","Myosin heavy chain 95F"
"TGZ54874.1","XP_011264585.1",0,908,0,897,"LOC105256407","uncharacterized protein LOC105256407","DBV15_01900","Uncharacterized protein DBV15_01900, partial"
"TGZ54876.1","XP_025264021.1",0,3363,0,3300,"LOC105255486","uncharacterized protein LOC105255486 isoform X1","DBV15_01908","Uncharacterized protein DBV15_01908"
"TGZ54876.1","XP_025264022.1",0,3365,0,3301,"LOC105255486","uncharacterized protein LOC105255486 isoform X2","DBV15_01908","Uncharacterized protein DBV15_01908"
"TGZ54877.1","XP_011263079.2",5e-130,370,2e-130,370,"LOC105255477","uncharacterized protein LOC105255477","DBV15_01909","Uncharacterized protein DBV15_01909"
"TGZ54879.1","XP_025263793.1",4e-62,199,3e-62,198,"LOC112637738","uncharacterized protein LOC112637738","DBV15_01920","Uncharacterized protein DBV15_01920"
"TGZ54880.1","XP_011266890.2",0,2096,0,2105,"LOC105257750","uncharacterized protein LOC105257750","DBV15_01921","Uncharacterized protein DBV15_01921"
"TGZ54880.1","XP_011266891.2",0,2096,0,2105,"LOC105257750","uncharacterized protein LOC105257750","DBV15_01921","Uncharacterized protein DBV15_01921"
"TGZ54881.1","XP_011266894.2",0,791,0,811,"LOC105257751","RE1-silencing transcription factor B isoform X3","DBV15_01922","Uncharacterized protein DBV15_01922"
"TGZ54881.1","XP_011266895.2",0,791,0,811,"LOC105257751","RE1-silencing transcription factor B isoform X3","DBV15_01922","Uncharacterized protein DBV15_01922"
"TGZ54881.1","XP_025263938.1",0,792,0,811,"LOC105257751","RE1-silencing transcription factor B isoform X1","DBV15_01922","Uncharacterized protein DBV15_01922"
"TGZ54881.1","XP_025263939.1",0,817,0,817,"LOC105257751","RE1-silencing transcription factor B isoform X2","DBV15_01922","Uncharacterized protein DBV15_01922"
"TGZ54882.1","XP_011266896.1",0,2054,0,2031,"LOC105257752","protein FAM214A isoform X1","DBV15_01923","Uncharacterized protein DBV15_01923"
"TGZ54883.1","XP_011266908.1",4e-42,137,3e-42,137,"LOC105257758","60S ribosomal protein L38","DBV15_01926","60s ribosomal protein l38"
"TGZ54884.1","XP_011266906.1",8e-139,404,1e-140,407,"LOC105257757","chromodomain-helicase-DNA-binding protein 1","DBV15_01927","Chromobox protein-like protein 5"
"TGZ54884.1","XP_011266907.1",8e-139,404,1e-140,407,"LOC105257757","chromodomain-helicase-DNA-binding protein 1","DBV15_01927","Chromobox protein-like protein 5"
"TGZ54884.1","XP_025263763.1",8e-139,404,1e-140,407,"LOC105257757","chromodomain-helicase-DNA-binding protein 1","DBV15_01927","Chromobox protein-like protein 5"
"TGZ54885.1","XP_011266903.2",0,636,0,636,"LOC105257756","tektin-B1 isoform X1","DBV15_01928","Tektin-2"
"TGZ54885.1","XP_025263761.1",0,635,0,635,"LOC105257756","tektin-B1 isoform X2","DBV15_01928","Tektin-2"
"TGZ54885.1","XP_025263762.1",0,635,0,635,"LOC105257756","tektin-B1 isoform X2","DBV15_01928","Tektin-2"
"TGZ54892.1","XP_011261690.1",0,1056,0,1056,"LOC105254604","polypeptide N-acetylgalactosaminyltransferase 1","DBV15_12093","Polypeptide N-acetylgalactosaminyltransferase"
"TGZ54892.1","XP_011261691.1",0,1056,0,1056,"LOC105254604","polypeptide N-acetylgalactosaminyltransferase 1","DBV15_12093","Polypeptide N-acetylgalactosaminyltransferase"
"TGZ54892.1","XP_025266222.1",0,1056,0,1056,"LOC105254604","polypeptide N-acetylgalactosaminyltransferase 1","DBV15_12093","Polypeptide N-acetylgalactosaminyltransferase"
"TGZ54906.1","XP_011260776.1",0,665,0,690,"LOC105254026","sonic hedgehog protein A","DBV15_05328","Hedgehog protein"
"TGZ54908.1","XP_011260770.1",0,898,0,897,"LOC105254024","F-box only protein 28","DBV15_05326","Uncharacterized protein DBV15_05326"
"TGZ54908.1","XP_011260771.1",0,898,0,897,"LOC105254024","F-box only protein 28","DBV15_05326","Uncharacterized protein DBV15_05326"
"TGZ54908.1","XP_011260773.1",0,898,0,897,"LOC105254024","F-box only protein 28","DBV15_05326","Uncharacterized protein DBV15_05326"
"TGZ54908.1","XP_011260775.1",0,898,0,897,"LOC105254024","F-box only protein 28","DBV15_05326","Uncharacterized protein DBV15_05326"
"TGZ54908.1","XP_025268096.1",0,898,0,897,"LOC105254024","F-box only protein 28","DBV15_05326","Uncharacterized protein DBV15_05326"
"TGZ54908.1","XP_025268097.1",0,898,0,897,"LOC105254024","F-box only protein 28","DBV15_05326","Uncharacterized protein DBV15_05326"
"TGZ54908.1","XP_025268099.1",0,898,0,897,"LOC105254024","F-box only protein 28","DBV15_05326","Uncharacterized protein DBV15_05326"
"TGZ54910.1","XP_019883901.1",3e-85,250,1e-85,250,"LOC105254022","coiled-coil domain-containing protein 12","DBV15_05324","Uncharacterized protein DBV15_05324"
"TGZ54911.1","XP_011260769.1",4e-170,480,3e-172,484,"LOC105254023","carbonic anhydrase 2","DBV15_05325","Carbonic anhydrase 1, partial"
"TGZ54912.1","XP_011260765.3",0,551,0,551,"LOC105254019","progestin and adipoQ receptor family member 4","DBV15_05322","Progestin and adipoQ receptor family member 4"
"TGZ54913.1","XP_011260766.1",0,814,0,814,"LOC105254020","F-box only protein 9","DBV15_05323","F-box only protein 9, partial"
"TGZ54914.1","XP_011260762.1",0,1092,0,1099,"LOC105254018","NADP-dependent malic enzyme isoform X1","DBV15_05320","Malic enzyme"
"TGZ54914.1","XP_011260763.1",0,1093,0,1099,"LOC105254018","NADP-dependent malic enzyme isoform X2","DBV15_05320","Malic enzyme"
"TGZ54915.1","XP_011260751.1",0,1253,0,1253,"LOC105254017","dual specificity protein kinase CLK2 isoform X1","DBV15_05321","Serine/threonine-protein kinase Doa"
"TGZ54917.1","XP_011268121.1",0,691,0,666,"LOC105258524","protein unzipped","DBV15_05301","Protein unzipped"
"TGZ54918.1","XP_011268111.1",9e-69,209,1e-60,188,"LOC105258517","putative ATP-dependent RNA helicase TDRD12","DBV15_05302","Uncharacterized protein DBV15_05302"
"TGZ54919.1","XP_011268100.2",0,617,0,617,"LOC105258512","translation initiation factor eIF-2B subunit beta","DBV15_05303","Translation initiation factor eIF-2B subunit beta"
"TGZ54920.1","XP_011268085.1",2e-114,327,7e-115,327,"LOC105258508","TM2 domain-containing protein CG11103","DBV15_05304","Uncharacterized protein DBV15_05304"
"TGZ54921.1","XP_011268059.1",0,602,0,602,"LOC105258465","dnaJ homolog subfamily C member 28 isoform X1","DBV15_05305","DnaJ-like protein subfamily C member 28"
"TGZ54922.1","XP_025268113.1",0,1654,0,1634,"LOC105258500","trifunctional purine biosynthetic protein adenosine-3","DBV15_05306","Trifunctional purine biosynthetic protein adenosine-3"
"TGZ54923.1","XP_011267841.2",8e-158,447,3e-151,429,"LOC105258310","succinate dehydrogenase [ubiquinone] iron-sulfur subunit","DBV15_05307","Succinate dehydrogenase"
"TGZ54924.1","XP_019885390.1",0,612,0,612,"LOC105258386","serine/threonine-protein kinase Chk2","DBV15_05308","Serine/threonine-protein kinase Chk2"
"TGZ54924.1","XP_019885392.1",0,612,0,612,"LOC105258386","serine/threonine-protein kinase Chk2","DBV15_05308","Serine/threonine-protein kinase Chk2"
"TGZ54925.1","XP_011267715.1",0,755,0,755,"LOC105258236","lissencephaly-1 homolog","DBV15_05309","Lissencephaly-1"
"TGZ54926.1","XP_011255365.2",0,1238,0,1210,"LOC105250792","laccase-1 isoform X1","DBV15_05335","Uncharacterized protein DBV15_05335"
"TGZ54926.1","XP_011255366.2",0,1234,0,1207,"LOC105250792","laccase-1 isoform X2","DBV15_05335","Uncharacterized protein DBV15_05335"
"TGZ54926.1","XP_011255367.2",0,1231,0,1203,"LOC105250792","laccase-1 isoform X3","DBV15_05335","Uncharacterized protein DBV15_05335"
"TGZ54927.1","XP_011255363.1",0,795,0,788,"LOC105250791","E3 ubiquitin-protein ligase MSL2 isoform X1","DBV15_05334","Uncharacterized protein DBV15_05334"
"TGZ54928.1","XP_011255362.1",1e-168,476,4e-167,471,"LOC105250790","BRISC and BRCA1-A complex member 1","DBV15_05337","BRCA1-A complex subunit MERIT40"
"TGZ54929.1","XP_025270064.1",5e-15,71.6,2e-15,71.2,"LOC112639634","zinc finger protein 628-like","DBV15_05336","Uncharacterized protein DBV15_05336"
"TGZ54930.1","XP_019883903.2",2e-166,495,1e-171,507,"LOC105254055","uncharacterized protein LOC105254055 isoform X1","DBV15_05331","Uncharacterized protein DBV15_05331"
"TGZ54932.1","XP_011255370.1",8e-161,459,3e-161,459,"LOC105250795","transcription elongation factor, mitochondrial isoform X1","DBV15_05333","Uncharacterized protein DBV15_05333"
"TGZ54932.1","XP_011255371.1",8e-157,448,3e-157,448,"LOC105250795","transcription elongation factor, mitochondrial isoform X2","DBV15_05333","Uncharacterized protein DBV15_05333"
"TGZ54933.1","XP_011255374.2",0,742,0,742,"LOC105250796","cAMP-dependent protein kinase type II regulatory subunit isoform X1","DBV15_05332","cAMP-dependent protein kinase type II regulatory subunit"
"TGZ54934.1","XP_019885404.2",3e-54,191,7e-55,191,"LOC105257630","uncharacterized protein LOC105257630","DBV15_05317","Uncharacterized protein DBV15_05317"
"TGZ54935.1","XP_011267166.1",0,545,0,545,"LOC105257897","protein rogdi isoform X1","DBV15_05316","Protein rogdi"
"TGZ54935.1","XP_011267239.1",0,518,0,518,"LOC105257897","protein rogdi isoform X2","DBV15_05316","Protein rogdi"
"TGZ54936.1","XP_011255352.1",3e-136,386,1e-136,386,"LOC105250783","glutathione S-transferase theta-3","DBV15_05315","Glutathione S-transferase theta-1"
"TGZ54937.1","XP_019882942.1",0,1768,0,1763,"LOC105250784","uncharacterized protein LOC105250784 isoform X1","DBV15_05314","Uncharacterized protein DBV15_05314"
"TGZ54937.1","XP_025270005.1",0,1768,0,1763,"LOC105250784","uncharacterized protein LOC105250784 isoform X1","DBV15_05314","Uncharacterized protein DBV15_05314"
"TGZ54937.1","XP_025270006.1",0,1768,0,1763,"LOC105250784","uncharacterized protein LOC105250784 isoform X1","DBV15_05314","Uncharacterized protein DBV15_05314"
"TGZ54937.1","XP_025270007.1",0,1768,0,1763,"LOC105250784","uncharacterized protein LOC105250784 isoform X1","DBV15_05314","Uncharacterized protein DBV15_05314"
"TGZ54938.1","XP_011255357.1",0,754,0,754,"LOC105250786","GATOR complex protein NPRL2","DBV15_05313","Nitrogen permease regulator 2-like protein"
"TGZ54939.1","XP_011267107.1",0,1919,0,1920,"LOC105257884","exportin-6-B","DBV15_05312","Uncharacterized protein DBV15_05312"
"TGZ54940.1","XP_011267596.1",0,949,0,949,"LOC105258160","putative aldehyde dehydrogenase family 7 member A1 homolog","DBV15_05311","putative aldehyde dehydrogenase family 7 member A1-like protein"
"TGZ54942.1","XP_011260750.1",7e-101,291,3e-101,291,"LOC105254016","protein PBDC1","DBV15_05319","Uncharacterized protein DBV15_05319"
"TGZ54943.1","XP_011260747.1",0,1104,0,1104,"LOC105254015","poly(rC)-binding protein 4 isoform X1","DBV15_05318","Poly(RC)-binding protein 3"
"TGZ54943.1","XP_025268123.1",0,1104,0,1104,"LOC105254015","poly(rC)-binding protein 4 isoform X1","DBV15_05318","Poly(RC)-binding protein 3"
"TGZ54944.1","XP_011267636.1",3e-172,501,2e-172,501,"LOC105258205","protein hunchback","DBV15_05296","Protein hunchback"
"TGZ54947.1","XP_011267643.2",0,613,0,587,"LOC105258207","malate dehydrogenase, cytoplasmic","DBV15_05298","malate dehydrogenase"
"TGZ54948.1","XP_011268196.1",0,554,0,560,"LOC105258559","serine/threonine-protein phosphatase 2A activator","DBV15_05299","Serine/threonine-protein phosphatase 2A activator"
"TGZ54948.1","XP_019885380.1",0,554,0,560,"LOC105258559","serine/threonine-protein phosphatase 2A activator","DBV15_05299","Serine/threonine-protein phosphatase 2A activator"
"TGZ54949.1","XP_011256457.1",3e-126,357,1e-126,357,"LOC105251373","density-regulated protein homolog","DBV15_10283","Density-regulated protein"
"TGZ54950.1","XP_011256456.1",3e-58,180,4e-59,181,"LOC105251372","DNA-directed RNA polymerase III subunit RPC9","DBV15_10282","DNA-directed RNA polymerase III subunit RPC9"
"TGZ54950.1","XP_025270347.1",3e-58,180,4e-59,181,"LOC105251372","DNA-directed RNA polymerase III subunit RPC9","DBV15_10282","DNA-directed RNA polymerase III subunit RPC9"
"TGZ54951.1","XP_011256458.1",0,2190,0,2184,"LOC105251374","structural maintenance of chromosomes protein 4 isoform X1","DBV15_10281","Structural maintenance of chromosomes protein"
"TGZ54951.1","XP_011256460.1",0,2180,0,2172,"LOC105251374","structural maintenance of chromosomes protein 4 isoform X3","DBV15_10281","Structural maintenance of chromosomes protein"
"TGZ54951.1","XP_025270136.1",0,2188,0,2182,"LOC105251374","structural maintenance of chromosomes protein 4 isoform X2","DBV15_10281","Structural maintenance of chromosomes protein"
"TGZ54951.1","XP_025270237.1",0,2180,0,2172,"LOC105251374","structural maintenance of chromosomes protein 4 isoform X3","DBV15_10281","Structural maintenance of chromosomes protein"
"TGZ54954.1","XP_011256449.2",0,686,0,687,"LOC105251370","U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase isoform X1","DBV15_10286","U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase"
"TGZ54956.1","XP_011256453.1",0,1482,0,1465,"LOC105251371","clustered mitochondria protein homolog","DBV15_10284","Clustered mitochondria protein"
"TGZ54959.1","XP_025269723.1",0,776,0,824,"LOC105248661","early growth response protein 1 isoform X1","DBV15_12887","Early growth response protein 1"
"TGZ54959.1","XP_025269724.1",0,751,0,800,"LOC105248661","early growth response protein 1 isoform X2","DBV15_12887","Early growth response protein 1"
"TGZ54960.1","XP_019884892.2",0,972,0,972,"LOC105257136","protein yellow isoform X1","DBV15_06763","Protein yellow"
"TGZ54960.1","XP_025263546.1",0,972,0,972,"LOC105257136","protein yellow isoform X1","DBV15_06763","Protein yellow"
"TGZ54960.1","XP_025263547.1",0,972,0,972,"LOC105257136","protein yellow isoform X1","DBV15_06763","Protein yellow"
"TGZ54961.1","XP_025263539.1",0,971,0,956,"LOC105257147","uncharacterized protein LOC105257147","DBV15_06762","Uncharacterized protein DBV15_06762"
"TGZ54962.1","XP_011265865.1",4e-105,302,2e-105,302,"LOC105257135","uncharacterized protein LOC105257135 isoform X1","DBV15_06761","Uncharacterized protein DBV15_06761"
"TGZ54962.1","XP_011265866.1",6e-105,301,2e-105,301,"LOC105257135","uncharacterized protein LOC105257135 isoform X2","DBV15_06761","Uncharacterized protein DBV15_06761"
"TGZ54963.1","XP_011265864.1",5e-102,303,8e-100,297,"LOC105257134","UPF0764 protein C16orf89 homolog","DBV15_06760","Uncharacterized protein DBV15_06760"
"TGZ54964.1","XP_011265874.2",0,654,0,654,"LOC105257141","major royal jelly protein 1","DBV15_06767","Uncharacterized protein DBV15_06767"
"TGZ54972.1","XP_011251860.1",0,1047,0,1048,"LOC105248653","WD repeat-containing protein 47 isoform X2","DBV15_06785","Uncharacterized protein DBV15_06785"
"TGZ54972.1","XP_011251861.1",0,1047,0,1048,"LOC105248653","WD repeat-containing protein 47 isoform X3","DBV15_06785","Uncharacterized protein DBV15_06785"
"TGZ54972.1","XP_011251863.1",0,1048,0,1047,"LOC105248653","WD repeat-containing protein 47 isoform X4","DBV15_06785","Uncharacterized protein DBV15_06785"
"TGZ54972.1","XP_025269726.1",0,1047,0,1048,"LOC105248653","WD repeat-containing protein 47 isoform X1","DBV15_06785","Uncharacterized protein DBV15_06785"
"TGZ54973.1","XP_011251866.1",0,1349,0,1356,"LOC105248656","uncharacterized protein LOC105248656 isoform X1","DBV15_06784","Uncharacterized protein DBV15_06784"
"TGZ54977.1","XP_011251873.1",0,1026,0,1047,"LOC105248658","RING finger and SPRY domain-containing protein 1","DBV15_06780","RING finger and SPRY domain-containing protein 1"
"TGZ54977.1","XP_011251874.1",0,1026,0,1047,"LOC105248658","RING finger and SPRY domain-containing protein 1","DBV15_06780","RING finger and SPRY domain-containing protein 1"
"TGZ54978.1","XP_019882258.2",0,4737,0,4790,"LOC105248657","E3 ubiquitin-protein ligase highwire isoform X1","DBV15_06783","putative E3 ubiquitin-protein ligase MYCBP2"
"TGZ54978.1","XP_019882259.2",0,4687,0,4743,"LOC105248657","E3 ubiquitin-protein ligase highwire isoform X2","DBV15_06783","putative E3 ubiquitin-protein ligase MYCBP2"
"TGZ54978.1","XP_019882260.2",0,4674,0,4723,"LOC105248657","E3 ubiquitin-protein ligase highwire isoform X3","DBV15_06783","putative E3 ubiquitin-protein ligase MYCBP2"
"TGZ54979.1","XP_011251864.2",0,865,0,868,"LOC105248654","uncharacterized protein LOC105248654","DBV15_06782","Uncharacterized protein DBV15_06782"
"TGZ54979.1","XP_011251865.2",0,865,0,868,"LOC105248654","uncharacterized protein LOC105248654","DBV15_06782","Uncharacterized protein DBV15_06782"
"TGZ54983.1","XP_011251875.2",0,1231,0,1250,"LOC105248659","serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X1","DBV15_06774","Uncharacterized protein DBV15_06774"
"TGZ54983.1","XP_011251876.1",0,1291,0,1310,"LOC105248659","serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X3","DBV15_06774","Uncharacterized protein DBV15_06774"
"TGZ54983.1","XP_011251877.1",0,1291,0,1311,"LOC105248659","serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X4","DBV15_06774","Uncharacterized protein DBV15_06774"
"TGZ54983.1","XP_011251878.1",0,1276,0,1311,"LOC105248659","serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X2","DBV15_06774","Uncharacterized protein DBV15_06774"
"TGZ54983.1","XP_011251879.1",0,1232,0,1250,"LOC105248659","serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X5","DBV15_06774","Uncharacterized protein DBV15_06774"
"TGZ54983.1","XP_011251880.1",0,1232,0,1250,"LOC105248659","serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X5","DBV15_06774","Uncharacterized protein DBV15_06774"
"TGZ54987.1","XP_025263540.1",0,1716,0,1677,"LOC105257143","ubiquitin carboxyl-terminal hydrolase 31","DBV15_06770","Ubiquitin carboxyl-terminal hydrolase 31"
"TGZ54988.1","XP_011265876.1",0,848,0,848,"LOC105257144","protein tweety isoform X1","DBV15_06771","Tweety-like protein"
"TGZ54988.1","XP_011265877.1",0,848,0,848,"LOC105257144","protein tweety isoform X1","DBV15_06771","Tweety-like protein"
"TGZ54988.1","XP_011265878.1",0,841,0,841,"LOC105257144","protein tweety isoform X2","DBV15_06771","Tweety-like protein"
"TGZ54989.1","XP_011265881.2",0,1419,0,1403,"LOC105257145","pyridoxal-dependent decarboxylase domain-containing protein 1","DBV15_06772","Uncharacterized protein DBV15_06772"
"TGZ54990.1","XP_025269734.1",3e-132,398,3e-134,403,"LOC112639558","uncharacterized protein LOC112639558","DBV15_06773","Uncharacterized protein DBV15_06773"
"TGZ55069.1","XP_011260603.1",1e-60,182,6e-61,182,"LOC105253934","splicing factor 3B subunit 5","DBV15_10153","putative splicing factor 3B subunit"
"TGZ55070.1","XP_011260597.3",0,1980,0,1980,"LOC105253932","cyclin-dependent kinase 12 isoform X1","DBV15_10152","Uncharacterized protein DBV15_10152, partial"
"TGZ55070.1","XP_025264277.1",0,1980,0,1980,"LOC105253932","cyclin-dependent kinase 12 isoform X1","DBV15_10152","Uncharacterized protein DBV15_10152, partial"
"TGZ55070.1","XP_025264278.1",0,1980,0,1980,"LOC105253932","cyclin-dependent kinase 12 isoform X1","DBV15_10152","Uncharacterized protein DBV15_10152, partial"
"TGZ55070.1","XP_025264279.1",0,1980,0,1980,"LOC105253932","cyclin-dependent kinase 12 isoform X1","DBV15_10152","Uncharacterized protein DBV15_10152, partial"
"TGZ55071.1","XP_011260592.1",0,1556,0,1604,"LOC105253930","uncharacterized protein LOC105253930 isoform X1","DBV15_10151","Receptor-type tyrosine-protein phosphatase N2"
"TGZ55071.1","XP_011260594.1",0,1558,0,1606,"LOC105253930","uncharacterized protein LOC105253930 isoform X2","DBV15_10151","Receptor-type tyrosine-protein phosphatase N2"
"TGZ55071.1","XP_011260595.1",0,1561,0,1608,"LOC105253930","uncharacterized protein LOC105253930 isoform X3","DBV15_10151","Receptor-type tyrosine-protein phosphatase N2"
"TGZ55072.1","XP_025270031.1",0,1568,0,1568,"LOC105250825","solute carrier organic anion transporter family member 5A1","DBV15_10150","Solute carrier organic anion transporter family member"
"TGZ55073.1","XP_011260605.1",8e-160,459,3e-160,459,"LOC105253936","mitochondrial E3 ubiquitin protein ligase 1","DBV15_10155","Uncharacterized protein DBV15_10155"
"TGZ55076.1","XP_011255419.1",9e-128,360,4e-128,360,"LOC105250823","protein tyrosine phosphatase type IVA 1","DBV15_10149","Uncharacterized protein DBV15_10149"
"TGZ55076.1","XP_011255421.1",9e-128,360,4e-128,360,"LOC105250823","protein tyrosine phosphatase type IVA 1","DBV15_10149","Uncharacterized protein DBV15_10149"
"TGZ55076.1","XP_011255422.1",9e-128,360,4e-128,360,"LOC105250823","protein tyrosine phosphatase type IVA 1","DBV15_10149","Uncharacterized protein DBV15_10149"
"TGZ55078.1","XP_011265164.1",0,953,0,953,"LOC105256705","uncharacterized protein LOC105256705 isoform X1","DBV15_11746","Uncharacterized protein DBV15_11746"
"TGZ55078.1","XP_011265165.1",0,953,0,953,"LOC105256705","uncharacterized protein LOC105256705 isoform X1","DBV15_11746","Uncharacterized protein DBV15_11746"
"TGZ55078.1","XP_011265166.1",0,953,0,953,"LOC105256705","uncharacterized protein LOC105256705 isoform X1","DBV15_11746","Uncharacterized protein DBV15_11746"
"TGZ55078.1","XP_011265168.1",0,953,0,953,"LOC105256705","uncharacterized protein LOC105256705 isoform X1","DBV15_11746","Uncharacterized protein DBV15_11746"
"TGZ55078.1","XP_019884757.1",0,953,0,953,"LOC105256705","uncharacterized protein LOC105256705 isoform X1","DBV15_11746","Uncharacterized protein DBV15_11746"
"TGZ55079.1","XP_011265163.1",3e-107,310,2e-115,330,"LOC105256704","protein OPI10 homolog","DBV15_11748","Uncharacterized protein DBV15_11748"
"TGZ55121.1","XP_011260421.1",0,899,0,886,"LOC105253797","alanine aminotransferase 1","DBV15_11954","Alanine aminotransferase 2"
"TGZ55121.1","XP_011260504.1",0,899,0,886,"LOC105253797","alanine aminotransferase 1","DBV15_11954","Alanine aminotransferase 2"
"TGZ55121.1","XP_025271395.1",0,899,0,886,"LOC105253797","alanine aminotransferase 1","DBV15_11954","Alanine aminotransferase 2"
"TGZ55123.1","XP_011262881.1",0,891,0,904,"LOC105255349","rab11 family-interacting protein 2","DBV15_11956","Uncharacterized protein DBV15_11956"
